Grade,Subject,Domain,Topic,code,altered_code,desc,NYcode,NYdesc,CAcode,CAdesc,IDcode,IDdesc,OHcode,OHdesc,NJcode,NJdesc,MAcode,MAdesc,MEcode,MEdesc,NHcode,NHdesc,VTcode,VTdesc,CTcode,CTdesc,RIcode,RIdesc,DEcode,DEdesc,MDcode,MDdesc,WIcode,WIdesc,ILcode,ILdesc,WAcode,WAdesc,WYcode,WYdesc,LAcode,LAdesc,NVcode,NVdesc,HIcode,HIdesc,MTcode,MTdesc,ORcode,ORdesc,COcode,COdesc,KYcode,KYdesc,ARcode,ARdesc,KScode,KSdesc,MIcode,MIdesc,SDcode,SDdesc,NDcode,NDdesc,NMcode,NMdesc,UTcode,UTdesc,AKcode,AKdesc
5,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.5.4,SL.5.4,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",SL.5.4,,,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,SL.5.4,,,,SL.5.4,,,,SL.5.4,,SL.5.4,,SL.5.4,,5.SL.4,,SL.5.4,,SL.5.4,,SL.5.4,,,
5,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.5.5,SL.5.5,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.",SL.5.5,,,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,SL.5.5,,,,SL.5.5,,,,SL.5.5,,SL.5.5,,SL.5.5,,5.SL.5,,SL.5.5,,SL.5.5,,SL.5.5,,,
5,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.5.6,SL.5.6,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation.",SL.5.6,,,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,SL.5.6,,,,SL.5.6,,,,SL.5.6,,SL.5.6,,SL.5.6,,5.SL.6,,SL.5.6,,SL.5.6,,SL.5.6,,,
5,ELA,Writing,Production and Distribution of Writing,W.5.4,W.5.4,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",W.5.4,,,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,W.5.4,,,,W.5.4,,,,W.5.4,,W.5.4,,W.5.4,,5.W.4,,W.5.4,,W.5.4,,W.5.4,,,
5,ELA,Writing,Production and Distribution of Writing,W.5.5,W.5.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach",W.5.5,,,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,W.5.5,,,,W.5.5,,,,W.5.5,,W.5.5,,W.5.5,,5.W.5,,W.5.5,,W.5.5,,W.5.5,,,
5,ELA,Reading Literature,Range of Reading and Complexity of Text,RL.5.10,RL.5.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.",RL.5.10,,,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,RL.5.10,,,,RL.5.10,,,,RL.5.10,,RL.5.10,,RL.5.10,,5.RL.10,,RL.5.10,,RL.5.10,,RL.5.10,,,
5,ELA,Reading: Informational Text,Range of Reading and Level of Text Complexity,RI.5.10,RI.5.10,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4-5 text complexity band independently and proficiently.",RI.5.10,,,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,RI.5.10,,,,RI.5.10,,,,RI.5.10,,RI.5.10,,RI.5.10,,5.RI.10,,RI.5.10,,RI.5.10,,RI.5.10,,,
5,ELA,Writing,Range of Writing,W.5.10,W.5.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",W.5.10,,,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,W.5.10,,,,W.5.10,,,,W.5.10,,W.5.10,,W.5.10,,5.W.10,,W.5.10,,W.5.10,,W.5.10,,,
5,Math,Measurement And Data,Represent And Interpret Data.,5.MD.B.2,5.MD.B.2,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",5.MD.2,,,,5.MD.B.2,,5.MD.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,M.5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.2,,5.DR.B.2,,5.MD.B.2,,KY.5.MD.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.B.2,,5.MD.2,,5.MD.B.2,,5.MD.2,,5.MD.B.2,
5,ELA,Writing,Research to Build and Present Knowledge,W.5.6,W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",W.5.6,,,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,W.5.6,,,,W.5.6,,,,W.5.6,,W.5.6,,W.5.6,,5.W.6,,W.5.6,,W.5.6,,W.5.6,,,
5,ELA,Writing,Research to Build and Present Knowledge,W.5.7,W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,W.5.7,,,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,W.5.7,,,,W.5.7,,,,W.5.7,,W.5.7,,W.5.7,,5.W.7,,W.5.7,,W.5.7,,W.5.7,,,
5,ELA,Writing,Research to Build and Present Knowledge,W.5.8,W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",W.5.8,,,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,W.5.8,,,,W.5.8,,,,W.5.8,,W.5.8,,W.5.8,,5.W.8,,W.5.8,,W.5.8,,W.5.8,,,
5,ELA,Writing,Research to Build and Present Knowledge,W.5.9,W.5.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",W.5.9,,,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,W.5.9,,,,W.5.9,,,,W.5.9,,W.5.9,,W.5.9,,5.W.9,,W.5.9,,W.5.9,,W.5.9,,,
5,ELA,Reading Standards for Literature,Responding to Literature,,RL.5.11,,RL.5.11,"Recognize, interpret, and make connections in narratives, poetry, and drama, to other texts, ideas, cultural perspectives, eras, personal events, and situations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,
5,ELA,Writing,Text Types and Purposes,W.5.1,W.5.1,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",W.5.1,,,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,W.5.1,,,,W.5.1,,,,W.5.1,,W.5.1,,W.5.1,,5.W.1,,W.5.1,,W.5.1,,W.5.1,,,
5,ELA,Writing,Text Types and Purposes,W.5.2,W.5.2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,W.5.2,,,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,W.5.2,,,,W.5.2,,,,W.5.2,,W.5.2,,W.5.2,,5.W.2,,W.5.2,,W.5.2,,W.5.2,,,
5,ELA,Writing,Text Types and Purposes,W.5.3,W.5.3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",W.5.3,,,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,W.5.3,,,,W.5.3,,,,W.5.3,,W.5.3,,W.5.3,,5.W.3,,W.5.3,,W.5.3,,W.5.3,,,
5,Math,Number And Operations In Base Ten,Understand The Place Value System.,5.NBT.A.1,5.NBT.A.1,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",5.NBT.1,,,,5.NBT.A.1,,5.NBT.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,M.5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.1,,5.NBT.A.1,,5.NBT.A.1,,KY.5.NBT.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.A.1,,5.NBT.1,,5.NBT.A.1,,5.NBT.1,,5.NBT.A.1,
5,Math,Number And Operations In Base Ten,Understand The Place Value System.,5.NBT.A.2,5.NBT.A.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole number exponents to denote powers of 10.",5.NBT.2,,,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,M.5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,KY.5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,
5,Math,Number And Operations In Base Ten,Understand The Place Value System.,5.NBT.A.2,5.NBT.A.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole number exponents to denote powers of 10.",5.NBT.2,,,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,M.5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,2021),,5.NBT.A.2,,KY.5.NBT.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,,5.NBT.2,,5.NBT.A.2,
5,Math,Number And Operations In Base Ten,Understand The Place Value System.,5.NBT.A.3,5.NBT.A.3,"Read, write, and compare decimals to thousandths.",5.NBT.3,,,,5.NBT.A.3,,5.NBT.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,M.5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.3,,5.NBT.A.3,,5.NBT.A.3,,KY.5.NBT.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.A.3,,5.NBT.3,,5.NBT.A.3,,5.NBT.3,,5.NBT.A.3,
5,Math,Number And Operations In Base Ten,Understand The Place Value System.,5.NBT.A.4,5.NBT.A.4,Use place value understanding to round decimals to any place.,5.NBT.4,,,,5.NBT.A.4,,5.NBT.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,M.5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.4,,5.NBT.A.4,,5.NBT.A.4,,KY.5.NBT.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.A.4,,5.NBT.4,,5.NBT.A.4,,5.NBT.4,,5.NBT.A.4,
5,Math,Number And Operations—Fractions,Use Equivalent Fractions As A Strategy To Add And Subtract Fractions.,5.NF.A.1,5.NF.A.1,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",5.NF.1,,,,5.NF.A.1,,5.NF.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,M.5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.1,,5.NF.A.1,,5.NF.A.1,,KY.5.NF.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.A.1,,5.NF.1,,5.NF.A.1,,5.NF.1,,5.NF.A.1,
5,Math,Number And Operations—Fractions,Use Equivalent Fractions As A Strategy To Add And Subtract Fractions.,5.NF.A.2,5.NF.A.2,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers. For example, recognize an incorrect result 2/5 + 1/2 = 3/7 by observing that 3/7 < 1/2.",5.NF.2,,,,5.NF.A.2,,5.NF.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,M.5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.2,,5.NF.A.2,,5.NF.A.2,,KY.5.NF.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.A.2,,5.NF.2,,5.NF.A.2,,5.NF.2,,5.NF.A.2,
5,ELA,Language,Vocabulary acquisition and Use,L.5.4,L.5.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.",L.5.4,,,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,L.5.4,,,,L.5.4,,,,L.5.4,,L.5.4,,L.5.4,,5.L.4,,L.5.4,,L.5.4,,L.5.4,,,
5,ELA,Language,Vocabulary acquisition and Use,L.5.5,L.5.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.5.5,,,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,L.5.5,,,,L.5.5,,,,L.5.5,,L.5.5,,L.5.5,,5.L.5,,L.5.5,,L.5.5,,L.5.5,,,
5,ELA,Language,Vocabulary acquisition and Use,L.5.6,L.5.6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",L.5.6,,,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,L.5.6,,,,L.5.6,,,,L.5.6,,L.5.6,,L.5.6,,5.L.6,,L.5.6,,L.5.6,,L.5.6,,,
5,Math,Operations And Algebraic Thinking,Write And Interpret Numerical Expressions.,5.OA.A.1,5.OA.A.1,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",5.OA.1,,,,5.OA.A.1,,5.OA.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,M.5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.1,,5.OA.A.1,,5.OA.A.1,,KY.5.OA.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.A.1,,5.OA.1,,5.OA.A.1,,5.OA.1,,5.OA.A.1,
5,Math,Operations And Algebraic Thinking,Write And Interpret Numerical Expressions.,5.OA.A.2,5.OA.A.2,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation ""add 8 and 7, then multiply by 2"" as 2 × (8 + 7). Recognize that 3 × (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product.",5.OA.2,,,,5.OA.A.2,,5.OA.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,M.5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.2,,5.OA.A.2,,5.OA.A.2,,KY.5.OA.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.A.2,,5.OA.2,,5.OA.A.2,,5.OA.2,,5.OA.A.2,
5-Mar,Science,"Engineering, Technology, and Applications of Science",Engineering Design,3-5-ETS1-1,3-5-ETS1-1,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost.",3-5-ETS1-1,,3-5-ETS1-1,K-2.ETS1.A; MS.ETS1.A; MS.ETS1.B,,,,,3-5-ETS1-1,,,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,,,,3-5-ETS1-1,,3-5-ETS1-1,,3-5-ETS1-1,
5-Mar,Science,"Engineering, Technology, and Applications of Science",Engineering Design,3-5-ETS1-2,3-5-ETS1-2,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.,3-5-ETS1-2,,3-5-ETS1-2,K-2.ETS1.A; K-2.ETS1.B; K-2.ETS1.C; MS.ETS1.B; MS.ETS1.C,,,,,3-5-ETS1-2,,,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,,,,3-5-ETS1-2,,3-5-ETS1-2,,3-5-ETS1-2,
5-Mar,Science,"Engineering, Technology, and Applications of Science",Engineering Design,3-5-ETS1-3,3-5-ETS1-3,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.,3-5-ETS1-3,,3-5-ETS1-3,K-2.ETS1.A; K-2.ETS1.C; MS.ETS1.B; MS.ETS1.C,,,,,3-5-ETS1-3,,,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,,,,3-5-ETS1-3,,3-5-ETS1-3,,3-5-ETS1-3,
6,Math,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,6.EE.A.1,6.EE.A.1,Write and evaluate numerical expressions involving whole-number exponents.,6.EE.1,,,,6.EE.A.1,,6.EE.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,M.6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.1,,6.AEE.A.1,,6.EE.A.1,,KY.6.EE.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.A.1,,6.EE.1,,6.EE.A.1,,6.EE.1,,6.EE.A.1,
6,Math,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,6.EE.A.2,6.EE.A.2,"Write, read, and evaluate expressions in which letters stand for numbers.",6.EE.2,,,,6.EE.A.2,,6.EE.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,M.6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.2,,6.AEE.A.2,,6.EE.A.2,,KY.6.EE.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.A.2,,6.EE.2,,6.EE.A.2,,6.EE.2,,6.EE.A.2,
6,Math,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,6.EE.A.3,6.EE.A.3,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y.",6.EE.3,,,,6.EE.A.3,,6.EE.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,M.6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.3,,6.AEE.A.3,,6.EE.A.3,,KY.6.EE.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.A.3,,6.EE.3,,6.EE.A.3,,6.EE.3,,6.EE.A.3,
6,Math,The Number System,Apply And Extend Previous Understandings Of Multiplication And Division To Divide Fractions By Fractions.,6.NS.A.1,6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) ÷ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi? Compute fluently with multi-digit numbers and find common factors and multiples.",6.NS.1,,,,6.NS.A.1,,6.NS.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,M.6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.1,,6.NS.A,,6.NS.A.1,,KY.6.NS.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.A.1,,6.NS.1,,6.NS.A.1,,6.NS.1,,6.NS.A.1,
